,user_id,name,average_stars,review_count,fans,yelping_since,fans,cool,funny,useful,compliment_cool,compliment_funny,compliment_plain
1025538,F7-ZwlKp0D2UT3MFewFRqw,Foodie,2.8,80,1,2015-05-23 22:46:39,1,7,21,66,0,0,1
1025597,meqcUx8Wf-_srO25CRfwNQ,Clairee,2.75,7,0,2012-02-16 21:05:40,0,2,13,13,0,0,0
1025960,AkYQ0A-PzvezOSFDnDtY7A,Sophia,3.67,6,0,2016-02-26 02:33:30,0,0,3,0,0,0,0
1027155,y7nSAr3pe_BVe0rkMKMQPg,Claudia,3.6,87,2,2013-07-29 13:40:12,2,20,29,103,3,3,0
1027383,-dCRhlmz6E7HHoPK69LNzw,Tru,3.22,52,1,2010-09-07 22:32:34,1,9,15,30,0,0,0
1027407,gGqeRx6lyIhOcMPSMJ8_TQ,Paul,3.98,47,2,2015-07-20 23:00:03,2,4,1,19,0,0,2
1027758,VfQ-770xKPgktBKRkCelpQ,Grace,3.6,110,1,2010-07-15 19:44:01,1,5,9,65,1,1,1
1027764,octsmWz9_gDy12dsQJY3Ng,John,2.0,1,0,2016-07-31 01:53:51,0,0,0,0,0,0,0
1027802,rP_ohCKc0oppScyKl2Juqw,norine,3.78,57,2,2007-06-10 00:13:13,2,71,18,81,4,4,2
1027849,6HdqhFV_S_rNDggy4vO7og,Amy,4.31,16,0,2013-02-04 20:29:30,0,1,0,3,0,0,0
1027890,wYZbMWQAnSyetDOu8QumQQ,Carmen,3.33,3,1,2015-10-27 17:31:46,1,0,2,0,0,0,0
1027913,5I_xB0FfLCf3hxFgzFO_tA,Sarah,4.0,12,0,2011-10-08 18:21:54,0,2,3,10,0,0,0
1028025,7ChkS_Js-pahbHDJTMPtqg,Gnat,3.17,6,0,2014-08-26 23:34:32,0,0,0,3,0,0,0
1028196,D_Ur85R5ctpWjTxjd4I85w,Peter,3.33,15,0,2008-12-22 05:08:04,0,6,7,18,0,0,1
1028201,IWv6NG1gRwm0Bq1Iy2a_Eg,Jay,3.58,139,6,2010-05-16 20:56:23,6,65,52,161,1,1,2
1028202,8BQT3JKq42escEcXvn-BGA,Dai,4.64,13,0,2011-10-08 01:49:09,0,6,1,7,0,0,0
1028652,I2RmageZMonYnCftS1LsPg,Brandee Michelle,4.57,7,1,2016-08-31 03:35:56,1,0,0,0,0,0,0
1028725,qYqty42oTzzIpZPs7eWSFg,Al,3.5,14,1,2013-03-31 22:58:24,1,2,6,46,1,1,0
1028795,gF-88Xczj4E_e795Wy4UBA,Joan,3.71,7,0,2016-07-09 01:32:55,0,0,0,1,0,0,0
1028807,hQk-gZDgNzZKWN_OBwYXAg,Keyboard Warrior,3.86,71,5,2014-08-01 23:27:42,5,17,17,73,0,0,0
1028943,_zH7lTX_IOhnPRS9J_sbqQ,Christen,4.8,15,1,2010-12-16 00:21:22,1,6,2,17,0,0,1
1029055,WuMysofcOOItZZwJc0SDcg,Daisy,3.15,39,0,2012-06-10 22:42:59,0,11,7,26,0,0,0
1029152,1L2L70a5tMfr5SPQTRHVaA,Kathryn,2.94,27,1,2012-03-17 04:31:26,1,2,5,52,0,0,1
1029169,SzmtyfnJTUxm8rz8I5w9iw,Chris,4.62,13,0,2015-06-10 00:40:31,0,0,0,0,0,0,0
1029228,Iq3lCf_V3r813toP7hiAZQ,Jill,4.6,15,0,2011-12-21 14:47:08,0,7,0,9,0,0,1
1029398,5fmSHGixGNVaHvPFO44RAw,Tiffany,4.33,6,0,2011-01-28 03:43:00,0,2,0,3,1,1,0
1029528,JmJuyQ3_r0ccYBaAlMSwAA,Cathy,3.94,116,3,2010-06-01 22:50:11,3,57,43,179,2,2,1
1029749,6i7EI4vpeckELawzZ5D7nA,Kiran,4.75,4,0,2015-05-14 18:10:11,0,0,1,7,0,0,0
1029750,ztmHpWR0IBa_LRbISY9sAA,Cherie,4.0,7,0,2016-08-24 00:48:01,0,0,0,0,0,0,0
1029957,tfWUtzR5xbNDEhICd0H8fg,Emanuele,4.13,77,6,2015-01-05 00:39:49,6,88,61,207,5,5,1
1030021,OfeASntTROFy8L2l5YRwcg,Natali,3.82,17,0,2014-06-26 21:42:58,0,2,1,7,0,0,0
1030038,gGNh5KGVFuW7V_JhmT4irg,Kevin,4.4,47,1,2013-08-20 18:11:44,1,25,13,69,0,0,3
1030088,sTxzAryLCx5nE8T2maJLVw,Meredith,3.4,5,0,2015-02-21 16:34:50,0,0,0,0,0,0,0
1030196,ibf_v2aqpVV2frU4Ju42cQ,RJ,2.76,29,0,2009-12-17 20:00:50,0,14,31,91,1,1,1
1030240,1Se6ct1lyJdem2KwPzNjtQ,Jennifer,3.69,35,0,2013-02-19 02:27:52,0,9,10,79,0,0,0
1030449,1WWg-LUHnQdr19wkgBMfuQ,Louis,4.2,23,0,2014-10-12 02:36:07,0,3,2,12,0,0,0
1030648,4_tGWUsICsunHg1PQFTxLQ,Giovanna,5.0,16,3,2009-08-21 17:00:52,3,2,2,7,0,0,0
1030867,HInAhQPkpkVsSo0ZL5Kn7g,Jared,4.25,12,0,2012-05-09 20:30:56,0,0,0,8,0,0,0
1031461,nNCWX_2wJ6JPmTRyZzwA3g,Scott,3.45,22,0,2014-02-07 00:05:12,0,3,2,20,0,0,0
1031688,rEr_hV205CShUuIyhQaimg,Dave,3.91,44,1,2012-03-30 19:25:11,1,6,2,64,0,0,0
1031698,kilTiDMKMfGK5o12gbha9A,Billie,3.48,25,2,2010-02-21 00:33:56,2,50,67,112,5,5,5
1031735,CDUxxU-8S4Rot1qsW--u1Q,Jim,3.08,13,0,2015-06-12 22:32:32,0,1,3,8,0,0,0
1031836,OHwdKh4llBt07VRW3Sfr1Q,Kristi,3.66,120,11,2009-05-05 21:32:24,11,119,50,177,6,6,13
1032610,PkN-cEaF1dSkEQ_mNVUVBg,Chaz,4.5,4,1,2010-10-08 06:22:36,1,3,0,7,0,0,0
1032858,_5StJmYW5dyzBmNQS-yrGw,Jennifer,4.0,30,1,2011-01-05 19:20:25,1,18,2,46,1,1,0
1032926,aWqqIhpplvoSsu-BikWFZA,Tay,3.12,226,23,2010-06-18 22:13:45,23,68,74,160,3,3,6
1033126,s-DxuRBKokAO4GRG0eSc1Q,Philippe,4.0,39,1,2008-10-06 20:26:45,1,26,38,49,1,1,0
1033367,BtQ8lP3lrINv-sU-Q2FEww,Ann Marie,3.6,10,3,2010-01-12 22:59:24,3,10,11,20,0,0,0
1033383,fxDpo7E7zzJ-i37DqCc-0w,Aj,4.77,13,0,2015-07-06 18:21:43,0,2,1,8,0,0,0
1033607,SZAyqWQxXPZTpBvMTE6BXg,Susan,3.27,10,0,2015-09-18 17:41:36,0,3,2,8,0,0,0
1033838,rZV_60fqtNjF2HQ1wnnn6g,Michael,4.22,8,0,2014-12-28 01:45:28,0,1,0,7,0,0,0
1033886,HnPUHkE0TXVDOdqJF-4bKQ,Jason,4.75,4,0,2014-12-10 02:30:48,0,0,0,1,0,0,0
1034177,6TfW2VPEsYEMmE86rIDeJg,Jhing,4.21,24,0,2017-02-25 20:41:01,0,1,0,3,0,0,0
1034328,AMilu-S87HNQuynG1u7ghg,Philippe,3.5,7,1,2011-08-16 10:42:13,1,2,3,8,0,0,0
1035080,Bdg1LjR2t0kHsScDuNeU_w,Christine,3.77,140,3,2016-05-05 10:46:57,3,27,12,70,3,3,5
1035218,yd4BQE9YmZ4-mLPlp8jlnA,Marc,3.62,13,0,2010-07-02 00:54:53,0,2,1,6,0,0,1
1035324,9niCv0ihCFEgB7aQipEuZw,John,3.81,16,1,2013-07-20 02:10:48,1,1,0,3,0,0,0
1036179,FnHtbaiW3hlyhGUUQSAVxw,Awatef,4.82,11,0,2012-12-21 08:22:57,0,0,0,3,0,0,0
1036185,Ty1D6SVzacP437iBAo5kRQ,Veronica,3.43,42,1,2014-03-08 16:11:15,1,20,17,58,3,3,1
1036241,7sIOrRxlCfMpz3l-Bz27ug,leoluca,3.57,30,0,2007-12-24 01:54:02,0,5,4,34,0,0,1
1036483,H_MIBjWaZmO8T6sEzcXhlw,mikki,5.0,4,0,2010-02-26 15:53:57,0,1,0,1,0,0,0
1036555,b7IycCWh0HIYJrec9c61ZA,Kevin,4.89,7,0,2011-08-30 02:48:28,0,1,2,7,0,0,0
1037737,cjk2fIMU9kmr-QNlZuo0uw,The,4.54,72,2,2009-09-07 15:32:39,2,21,19,92,1,1,1
1038056,STaWQuqwUPQlNFevKD52PA,Jeff,3.88,139,9,2014-05-27 01:41:38,9,31,29,132,3,3,4
1038348,Zs4uiO-1e5YJZr6QNMztLg,Rigo,3.56,9,0,2011-08-08 21:53:38,0,3,2,4,0,0,0
1038454,kGMZzggGA1KILf8wA_gfQw,Grace Y Adrian,4.12,50,1,2013-06-25 21:53:05,1,9,8,49,0,0,0
1038724,-0ShRuEpZ1mKc-idzpuvJg,Mike,4.79,19,1,2010-06-07 03:12:38,1,17,8,51,0,0,1
1038888,MKvlCvtBreasINB_RvPtVw,Hung,4.0,43,0,2011-05-17 07:03:32,0,22,6,59,0,0,0
1039441,z5LpeO0TlRbKyZvk1_E7Fg,Krystal,4.44,9,0,2013-06-23 00:22:14,0,0,0,1,0,0,0
1039563,MhQOd9CFOd-xxMWe5dSpyA,Samuel,5.0,3,0,2013-10-25 00:45:10,0,2,0,7,3,3,0
1039601,U5-np6BGPGTw-LLPuRmLVA,Patrick,3.0,2,0,2014-11-24 20:56:29,0,0,0,0,0,0,0
1039610,ZHwv_hk2WGCzKZ46rs6rfw,Lesley,4.09,11,0,2012-10-13 22:13:56,0,2,0,3,0,0,0
1039769,iQo-neu81TpqrmmqU-8Nqg,Terrell,4.28,35,1,2012-11-22 20:14:29,1,5,2,13,0,0,0
1039894,FGNUv-pBnE-J0KgEaIE2NA,Brenda,4.11,37,1,2012-01-28 04:57:45,1,9,8,11,0,0,2
1039943,BoZ7egPl7jXg_IwH4luHXg,An,3.73,44,0,2015-08-16 14:07:33,0,8,8,17,0,0,0
1040034,uf5R5OkZXdakQPKLKXFPaA,Ken,4.25,15,0,2011-02-01 01:59:39,0,2,1,8,0,0,1
1040168,fszEQaTDEtg3CGhacFjDqA,CMax,2.12,24,2,2010-03-07 02:11:38,2,21,46,114,0,0,2
1040286,aHwvtHCa34rRK6SwZl2pMA,Timothy,3.68,132,4,2014-08-10 00:47:51,4,18,21,119,0,0,6
1040329,sQUIBN61lXVtLeJJD8YF6A,Tim,3.53,75,1,2011-04-04 23:28:16,1,8,13,52,1,1,0
1040380,ABX2oCd-9kIyvNlhoibLNw,Linda,4.36,36,3,2007-05-22 14:07:55,3,11,10,25,0,0,1
1040492,4iV1IstsEJCuyqWJdZ6JDw,Ken,4.21,13,0,2013-10-24 23:59:49,0,3,2,8,0,0,0
1040557,LBCHrpHlWXswOZfZl5ecDA,Brian,3.92,11,0,2009-05-02 01:36:50,0,0,0,3,0,0,0
1040564,4J4TiOmeyODqzAf9uBF9Jg,Jaime,4.4,5,0,2007-09-06 05:41:03,0,1,4,11,0,0,0
1041155,4hInfvu8JQ-mMApcZIREHQ,Stacie,4.23,99,1,2011-03-28 02:14:41,1,25,27,93,0,0,0
1041177,KaeZnlPS7Jnasu8dqdqXMw,Sonali,4.86,7,0,2015-06-23 21:28:43,0,0,0,2,0,0,0
1041256,BLoIldyn8G_-D7W_SBxd-Q,Treka,3.6,10,0,2016-01-29 02:34:42,0,2,0,10,0,0,0
1041467,D5BsOB_E_7z9QN9wmHBv3A,John,3.62,101,2,2013-10-12 04:26:39,2,25,21,80,1,1,0
1041485,v2Lk2GNx_QguNxdA-R-ZZg,Leticia,4.27,15,0,2014-02-18 20:47:00,0,2,2,11,0,0,0
1041522,veZxUL0ho76NEC1pw4_Zrg,Marcos,5.0,6,0,2014-08-14 20:04:20,0,0,1,3,0,0,0
1041545,dSsr_XeMsoklwK3lwXuCTg,Maryam,3.85,20,1,2014-07-10 23:19:36,1,6,0,10,0,0,2
1041626,5PKF2KD0_JAyztLru_F4Ew,Tiffany,3.5,13,0,2013-07-02 15:43:25,0,2,2,14,0,0,0
1041886,FWprPquagU3FCzh2uvnKxg,gary,4.67,16,0,2011-08-30 15:55:13,0,1,1,6,0,0,0
1042252,0ODM4j7xHw-zGklfKKWf2g,Dee,3.74,23,0,2013-06-02 15:13:26,0,8,10,49,0,0,0
1042274,W0SM6oUU4JdQ6RscDL3Wyw,Conchita,4.67,3,0,2011-01-21 02:16:09,0,0,0,0,0,0,0
1042305,GZOYCf5b7g5d7WEfy6EC5Q,Doris,3.43,7,0,2014-12-27 20:13:00,0,0,0,3,0,0,0
1042759,Fns8bUtaHKqqMGEo8rKWNA,Chris,5.0,3,0,2015-08-05 03:42:50,0,1,1,1,0,0,0
1042858,zdCeWMFIyI_OrDVZ_UDURw,Jon,4.27,58,0,2014-03-30 02:05:13,0,53,5,72,0,0,1
1042890,SJtOYNDTOh6gEjPQyuwHuQ,Tara,3.32,48,3,2006-06-15 17:13:22,3,27,48,128,1,1,1
1042928,YVuc-gkSOr50NIWSPFuu1w,Kenny,4.09,11,0,2008-05-21 17:01:31,0,11,5,19,0,0,0
1042993,YwVv6AEMlDx8had4ueoYgg,Masoud,3.39,24,0,2013-04-04 13:55:27,0,0,1,17,0,0,0
1043119,lugil2R0a1vYQPrtd0at2g,Jorge,3.99,69,0,2011-06-09 02:28:31,0,12,17,51,2,2,4
1043686,IBpZOgdOB4eUObwk9mZ-oQ,Samantha,2.71,7,0,2015-03-07 21:25:49,0,4,4,9,0,0,0
1043707,k1JWyI9E7TcXmN0VnFmsGg,Travis,4.39,33,2,2013-05-16 17:39:45,2,8,1,9,0,0,0
1044818,6olRLg5bqAs7Tj1dBdA_nQ,Priyanka,2.96,25,0,2012-07-29 21:20:12,0,7,11,29,0,0,2
1044822,1s1roHPz8ZF2v4Y_4vwqmQ,Emily,3.91,61,0,2012-04-14 19:20:25,0,3,2,56,0,0,0
1045112,rFGJg0bq67-0gnwU-ZHD-g,Shawna,3.5,5,0,2013-06-01 00:44:22,0,0,0,4,0,0,0
1045284,W7Etb523X8N01dDg35Pg5Q,Mike,3.6,9,0,2007-10-13 04:33:41,0,1,0,4,0,0,1
1045527,1SR7EFpzUxytB34Z4SPmlg,Jessica,4.14,37,3,2012-04-13 01:54:34,3,17,17,57,0,0,1
1045942,t4apah49o-ffFeuiCDV9Eg,Maria,4.36,36,2,2014-03-19 01:28:25,2,3,2,14,0,0,0
1046444,mKCVx3MzHrOadji32kpgmQ,John,4.6,66,1,2013-12-21 22:17:48,1,9,1,37,0,0,2
1046464,zx7VDSTsamwx9imeD6gdtg,Tina,3.97,53,0,2012-09-29 05:00:42,0,11,7,35,0,0,1
1046513,xQnCJe18WbBCY-3VvxOPRQ,Aly,3.85,70,2,2014-10-22 19:50:59,2,133,139,222,5,5,0
1046713,t-9YHR2xgHthhteN49y1_g,Casey,4.1,10,0,2013-04-14 19:58:38,0,3,1,14,0,0,0
1046881,Kwp09ga2reSUhbzxvxEDKQ,Joe,3.68,38,1,2013-07-30 18:54:21,1,12,3,16,1,1,1
1047248,90UObSwyT_TFAJBiXu-pSw,Joel,3.51,134,8,2006-12-13 00:20:08,8,79,107,155,4,4,7
1047778,2P4CUqVA33sYoZpxhwmiRw,Rick,3.34,46,1,2014-03-14 21:24:00,1,4,3,25,0,0,0
1048242,xSiqnq7BURWWAdPz7SDu3w,Tonya,5.0,2,0,2013-02-13 15:08:56,0,0,0,1,0,0,0
1048243,qx-CA4IvMtWolKRz2Vn-0A,Monica,4.56,9,0,2014-06-25 19:00:07,0,6,4,18,0,0,0
1048667,3PtkIPNCjfP5YRMMFx5KUA,tiffany,2.0,6,0,2010-06-07 09:49:40,0,1,0,3,0,0,0
1048772,oYlIj3TUh09tyZcL5HF66A,Mike,4.19,52,1,2011-07-26 04:57:29,1,5,4,13,0,0,0
1048810,JwGYnEXDe9IqLIPb_YRRig,Una,4.17,24,0,2009-05-31 17:26:23,0,10,9,25,3,3,1
1049012,V1Ef8admzTb_YpTFnxA-ow,J,3.73,40,0,2008-11-19 11:45:38,0,31,14,75,0,0,2
1049147,SLAP7cMsnXoj9ftxJymPdQ,Mike,4.2,9,0,2013-11-01 16:22:50,0,3,1,15,0,0,0
1049292,H3Llp4eI5I4k_HP9Gjye5A,Anna-Lena,3.7,10,1,2016-06-20 21:03:50,1,1,0,5,0,0,0
1049391,3uPkXZz5UaZwT3pMjlFmbA,Mia,3.43,14,0,2010-07-17 14:35:55,0,1,13,36,1,1,0
1049851,HqxNCUKexrtzxuOTwC5f2Q,Luke,4.2,20,0,2013-01-28 23:37:22,0,4,3,13,0,0,0
1049986,9mO99Pdws3hDUPcxthKtTQ,Luna,3.78,46,1,2013-08-07 21:41:43,1,15,12,84,0,0,0
1050190,WC_i9a7JqFNMxmIFcVf57A,Leah,3.81,16,0,2010-05-03 19:32:18,0,6,0,15,0,0,0
1050249,S12JrKWFCz-Ja1drI-DyXw,Kelly,3.25,4,1,2016-07-24 02:06:30,1,1,0,2,0,0,0
1050331,HwDfJRYywc3R12ZPLBbmsA,Alyssa,3.18,11,0,2011-07-03 04:48:40,0,4,1,5,0,0,0
1050348,-yKOqig3DaulVz9r0j9ShA,Melissa,4.45,20,0,2013-03-04 00:37:45,0,10,2,16,0,0,1
1050386,O6D8jGmLXntw-w-sFC6ilA,Charlie,2.83,29,0,2010-07-12 03:27:49,0,4,8,22,0,0,1
1050561,t4M_IuAZ9bExScaXW-Sn5w,Jay,3.4,9,0,2011-10-14 19:54:24,0,0,0,2,0,0,1
1050589,IEfx7o-rLerjG_LlWUhcwA,Jonathan,2.61,17,0,2010-03-23 18:07:01,0,8,9,40,0,0,2
1050888,hYKifmWfrE8vRS88O9u24g,Peter,3.57,7,0,2014-07-23 22:53:50,0,0,1,1,0,0,0
1050953,BEaq7RCP18anqfIaBCY6ZQ,Maggie,4.6,64,3,2014-01-12 18:30:22,3,12,6,37,1,1,2
1051011,8K-56PWFBYInBqCaTYSirw,T,2.9,34,0,2008-11-28 21:46:03,0,14,21,60,2,2,1
1051048,H-ZJEN-m7WFkhtHVug5baA,Michael,4.2,10,0,2015-05-08 22:07:43,0,1,2,7,0,0,0
1051414,t-AvziGrGhwklTKyILhY-w,Tasha,1.57,5,1,2012-10-10 21:08:18,1,4,10,17,0,0,0
1051606,_845Or2tXkhcJbqRpMJAZw,Ricardo,4.15,12,0,2010-08-18 22:08:55,0,1,0,4,0,0,0
1051636,pn5PMmd2Do_PtjI1KF9ytA,Sheryl,4.33,88,1,2009-08-17 05:25:03,1,32,11,116,0,0,1
1051644,It3eAHrYYhXspy6bfIAqqQ,Eric,3.9,44,1,2009-12-17 20:40:25,1,14,6,18,1,1,0
1052543,ou9m6qIgV5pN5cB3iDJvIg,Lani,3.73,11,0,2014-02-26 17:18:56,0,2,2,6,0,0,0
1052573,-f6XzlGfo1i201Z-S5hoNw,Lea,5.0,4,0,2015-03-29 19:00:56,0,1,1,1,0,0,0
1052608,x4Bo_BnDDNxCLbl1S_gGyg,Tiffany,4.66,45,1,2009-01-23 21:10:40,1,12,3,28,1,1,0
1053528,XGc0RkYV-br7z1HvF5YCkw,Simone,3.64,28,0,2012-08-06 01:56:02,0,4,5,32,0,0,0
1053654,OLxNs61ygcFAtwHu1rLQZA,Jen,3.42,11,0,2013-12-28 20:08:59,0,0,1,5,0,0,0
1053790,hR9mTR4JMmNN6cSA98PXeA,Siosi,5.0,2,0,2014-08-27 19:13:18,0,0,0,0,0,0,0
1054306,ARFPFc3gcp1RQ618AC3BJg,Linda,4.67,3,0,2011-09-11 23:35:15,0,0,0,2,0,0,0
1054353,ErexzgZF08rZCT9y-qlQ6Q,Veronica,4.23,78,0,2010-02-22 22:45:51,0,3,5,19,0,0,0
1054359,TVK25IhzPtGYCM2muEUeIw,Adam,5.0,3,0,2009-08-28 15:31:43,0,0,0,0,0,0,0
1054485,tNlAMOnXUPfjLhnP-CN5rw,Thien,4.74,121,10,2012-01-22 08:14:55,10,13,5,33,0,0,0
1054629,aakfRrgU0EIGDIw-N55hDw,Steve,3.48,61,1,2009-02-15 18:32:01,1,5,4,29,1,1,0
1054704,K_h-nxW5w6T0gF6VgWmpdw,Mary,4.67,9,0,2010-12-20 04:54:10,0,0,1,3,0,0,0
1054894,HB15Ql9qJnta-jACzBy6_g,D.,4.0,6,0,2010-10-16 05:53:47,0,1,2,5,0,0,1
1055210,d1KIVgAaZaPFbGWLmNKM8A,Valerie,4.08,57,0,2012-07-10 23:50:08,0,7,10,32,0,0,0
1055296,BgSLq7oXq2DRJeZDJXKo0A,Jonnie,5.0,36,2,2013-08-08 19:56:21,2,8,8,12,0,0,0
1055353,qR4p8oCsSEPwPO8ONhpGaA,Sarah,4.48,61,7,2012-03-03 02:22:00,7,32,18,68,2,2,3
1055640,HocsKeCkrz9NaCjnmvh3eA,Brett,4.77,28,1,2015-08-21 02:05:15,1,5,1,9,0,0,0
1056152,oqmdf8v-x_2kK1AewkBwzg,Howard,4.53,17,0,2008-02-02 03:36:24,0,5,3,17,0,0,0
1056305,Ggnc0hZBJBP9xwYwQfqjSA,Jessica,3.88,23,0,2009-09-10 20:35:08,0,6,5,21,0,0,0
1056831,stnyp_caEGVRTDTuwWECeA,Sam,2.56,14,1,2012-11-05 15:34:07,1,2,16,16,0,0,1
1057363,1aQsYSXg_6rfGxfle9lk_w,Martin,3.54,37,1,2013-04-02 09:52:37,1,5,13,16,0,0,0
1057509,GXfF2p0ZUcPf49jGIod6Xw,Kathy,4.2,4,0,2010-09-23 04:25:27,0,0,0,5,0,0,0
1057717,YMTTuFmIu4U50VCdtFHVEw,Diana,3.69,34,0,2011-03-09 01:22:22,0,8,25,53,0,0,0
1057855,b4jOhOGln7NfVTfZT8bD5Q,Rita,4.29,7,0,2013-06-03 12:48:11,0,0,0,2,0,0,0
1058100,wbq0a-2KGFhs_OEaNv2bSQ,Steve,3.13,23,1,2015-06-04 17:06:30,1,2,2,29,0,0,0
1058376,ke2VAQDmalxHZ0DWVHAANQ,Marissa,3.33,3,0,2017-04-07 21:26:03,0,0,0,1,0,0,0
1058572,zVGRdH2DYZp1FNZYHTIwdA,Daniel,5.0,3,1,2015-06-06 07:28:01,1,2,1,5,0,0,0
1058613,HjaAOGxxVZJVfevVmd5Ncw,Erica,4.14,7,0,2013-09-10 00:43:18,0,0,1,2,0,0,0
1058849,qh6tEbvaf3rv-CBGVW05bg,Dave,4.22,9,0,2011-08-03 02:21:13,0,2,1,20,0,0,1
1059243,DHILtWEZ0_pRmRnrWnqotw,Kimberly,3.0,3,72,2014-12-24 17:58:42,72,26,0,26,0,0,0
1059963,t42qe4Xzdd9i7FUCIoIYxA,Fem,4.63,23,0,2013-11-30 06:43:26,0,2,1,4,0,0,0
1060961,8WsZ9BT1sQp1isfP9DbPww,Christopher,2.29,7,1,2014-12-11 15:18:24,1,0,2,1,0,0,2
1061073,YPR_uFcemzB89JI22Drbfw,Christina,3.54,45,1,2012-12-13 00:10:41,1,12,12,68,0,0,2
1061397,mEv__7V0dHZHslYlc9kYDQ,Ana,3.38,20,0,2013-12-04 12:44:04,0,4,5,14,0,0,0
1061486,mprb-a1iAHvG1FEoYCCbEg,Kendra,4.0,9,0,2015-08-03 23:25:24,0,0,0,0,0,0,0
1061504,QlGwdEsJWdeUlbXkjsT4_g,Joe,4.2,4,0,2017-09-23 18:55:45,0,1,0,2,0,0,0
1061619,t-9w_nBNUj7YE0Ru4KJXuA,Nick,5.0,2,0,2013-09-11 18:24:10,0,0,0,0,0,0,0
1061666,jcj7n6JzOZ08f3ZinIFFEQ,Ed,2.5,4,0,2017-09-02 02:35:29,0,0,0,0,0,0,0
1061699,bVwoTDqqqMxqWUyTV52PbQ,Sam,4.88,8,0,2014-09-04 20:13:41,0,0,0,6,0,0,0
1061755,Myxmp5kyQDTYTZVDQC9F3A,Melody,3.8,20,0,2011-03-10 22:56:12,0,7,1,27,2,2,2
1061796,Osxcr-1wgYHOxJkyj9eY7w,Javier,4.0,3,0,2011-01-08 19:39:02,0,0,0,0,0,0,0
1061936,YJZzwceRGxIa7bkh44Z-Kw,Dean,3.1,10,0,2015-11-03 16:37:58,0,1,0,3,0,0,0
1062006,8dSVUaXrJR5ST8QtaUewjA,Vicky,3.87,14,0,2014-01-07 09:23:32,0,0,2,11,0,0,0
1062245,tnVz1S8e0UFBGOb9CO9saQ,Patricia,5.0,2,0,2016-06-07 10:24:05,0,0,0,0,0,0,0
1062363,T6mHBv8v6V_vyaBaOFSs6Q,D,3.38,41,1,2008-06-11 04:58:25,1,12,4,29,0,0,0
1062869,P81FT0MFl_VEQNMtlvI6Kg,Phillip,5.0,2,0,2013-01-28 00:47:48,0,0,0,0,0,0,0
1062992,Kh2__N9CBy2eBADaojrSew,Mz Maddy,4.5,8,0,2015-03-12 02:26:17,0,5,3,9,0,0,0
1063023,hqbyEZUVe_f5tt-NF0-gmQ,Elisabeth,4.0,10,0,2011-10-26 16:23:55,0,2,1,16,0,0,0
1063055,R0ZepkhC8M9fD4WKGvFuAQ,J,3.78,27,1,2014-12-13 18:45:28,1,0,2,36,0,0,0
1063213,YgdkeQDeWuAwa5gQDCmzhA,Nicole,4.1,30,0,2009-10-22 20:38:08,0,6,5,16,0,0,0
1063480,skoAB0m7oGA_6ud7zqoDXg,Dash,4.6,5,0,2017-09-04 03:33:55,0,0,0,0,0,0,0
1063844,MkhC4mqKzu58tivojWy4Sw,Chelsea,5.0,2,0,2018-04-25 17:29:43,0,0,0,0,0,0,0
1063859,30WT2WA8ONFG7G1mBQQq3g,Gabrielle,3.03,29,0,2011-05-02 20:46:27,0,4,2,23,0,0,0
1064102,LiV6Aoe3ffoSim2ds96sRQ,Ted,5.0,4,1,2011-08-10 00:43:54,1,0,0,1,0,0,0
1064132,k34JiKOd-ft_8z8pU10vMw,Kalena,4.39,48,0,2012-08-09 08:55:03,0,34,21,55,0,0,4
1064284,Cpmb559Tj1tvjBCov4A-qQ,Annette,3.43,7,1,2011-06-08 19:57:21,1,1,0,8,0,0,0
1064305,KFyitaMRMO5yRo0e8iCiVQ,Matt,4.25,3,0,2013-11-01 21:15:55,0,0,0,0,0,0,0
1064367,SCnZZ2pRaVee68GRo_cpPA,Adeline,4.0,7,0,2012-06-21 20:47:05,0,1,0,0,0,0,0
1065172,XuWa2reggAV2sC6IRcgGmQ,Ashlee,4.5,8,0,2015-04-26 23:28:13,0,1,0,5,0,0,0
1065194,9PXgn-rXGVTPGFTc9j7XUQ,Zachary,4.29,6,0,2017-09-06 23:49:08,0,1,0,1,0,0,0
1065374,W-Ds85RXw-GFiaJWPNYqKQ,John,5.0,5,0,2011-05-24 01:55:36,0,1,0,1,0,0,0
1065556,X8ulS-8SlSNk9On490611Q,john,3.0,1,0,2011-05-23 17:31:59,0,0,0,0,0,0,0
1065572,7G8j1weXq0uRpCC7vzGAcA,Todd,5.0,4,0,2018-03-29 09:31:08,0,0,0,0,0,0,0
1066749,SR7TgIBpvLFslv0z_zxWTw,Cutthroa,2.8,58,0,2010-12-25 23:40:11,0,17,27,95,0,0,0
1067691,7QJ2xrNBKKV998AQJVibBg,Robert,5.0,1,0,2013-05-09 16:49:39,0,0,0,1,0,0,0
1068489,Plr-mg4w7LA45Me9dG-LTg,Sandy,4.33,5,0,2013-09-06 16:18:13,0,0,1,1,0,0,0
1068564,AUPnjBdmtEbZrqK9uBwUhQ,Carson,4.67,3,0,2018-04-19 09:29:05,0,0,0,0,0,0,0
1068816,BLhsHEIwgH439RgCsacwIA,Michelle,5.0,2,0,2017-12-04 07:47:32,0,0,0,1,0,0,0
1069073,2f7kB3WEQkzNVH-Uafbc7g,Stephanie,4.33,17,0,2012-03-03 06:34:02,0,7,8,22,1,1,1
